line,name,objectid,url,xcoord,ycoord
J,Patchen Ave & Broadway at NE corner,93.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9282569999367,40.6929300008525
J,Patchen Ave & Broadway at SW corner,94.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.927939999869,40.692929001344
J-M-Z,Broadway & Myrtle Ave at NW corner,95.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9354609997631,40.6968930012054
J-M-Z,Broadway & Myrtle Ave at SW corner,96.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.935559000134,40.6969870012035
J-M,Flushing Ave & Broadway at SE corner,97.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.941994999535,40.7006290010874
J-M,,98.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9416720003705,40.7007200012088
J-M,Flushing Ave & Broadway at SE corner,99.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9421730000514,40.700634001148
J-M,Flushing Ave & Broadway at NW corner,100.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9417099999789,40.7008470007834
J-M,Moore St & Broadway at SW corner,101.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9483239994394,40.7042790009205
M,Myrtle Ave & Cedar St at NW corner,121.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9263710000892,40.6980330006764
M,Myrtle Ave & Cedar St at SW corner,122.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9265249998294,40.6978760010599
G,Union Ave & Flushing Ave at SW corner,182.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.95016400039,40.699582000525
G,Marcy Ave & Myrtle Ave at NW corner,183.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9494800002978,40.6954360011202
G,Nostrand Ave & Lafayette Ave at NW corner,184.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9516160001041,40.6899950005537
G,Nostrand Ave & Lafayette Ave at SW corner,185.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9516120002398,40.6897570012905
G,Classon Ave & Lafayette Ave at NW corner,186.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9602150002176,40.6889420005461
G,Classon Ave & Lafayette Ave at SE corner,187.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9598710001623,40.6887810007737
G,Classon Ave & Lafayette Ave at SW corner,188.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9601899998946,40.6887530011425
G,Clinton Ave & Lafayette Ave at NE corner,189.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9675750005051,40.6881140011738
G,Clinton Ave & Lafayette Ave at NE corner,190.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9675750005051,40.6881140011738
G,Clinton Ave & Lafayette Ave at SW corner,191.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9679310003171,40.6878750010873
G,Clinton Ave & Lafayette Ave at SW corner,192.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9679310003171,40.6878750010873
G,Washington Ave & Lafayette Ave at NE corner,193.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9657489997568,40.6884600005732
G,Washington Ave & Lafayette Ave at NE corner,194.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9657489997568,40.6884600005732
G,Washington Ave & Lafayette Ave at SE corner,195.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.965578999989,40.6881570009035
G,Washington Ave & Lafayette Ave at SE corner,196.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.965578999989,40.6881570009035
G,Fort Greene Pl & Lafayette Ave at NE corner,197.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9762899995137,40.687159000676
G,Fort Greene Pl & Lafayette Ave at NW corner,198.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9768650004256,40.6871600011162
A-C-J-Z-2-3-4-5,Red Cross Pl & Adams St at SW corner,416.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9889200002651,40.6991120007763
A-C-J-Z-2-3-4-5,Sands St & Adams St at SE corner,417.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.988273999866,40.6992120007885
A-C-F-R,Jay St & Metrotech Walk at SW corner,418.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9874019998369,40.6932430009301
A-C-F-R,Jay St & Metrotech Walk at SE corner,419.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9870890002048,40.6934910008009
A-C-F-R,Jay St & Metrotech Walk at SW corner,420.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9874079997551,40.693153000728
A-C-F-R,Jay St & Metrotech Walk at SW corner,421.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9874839994311,40.6931530009137
A-C-F-R,Jay St & Metrotech Walk at SW corner,422.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9874809999493,40.6932430005457
A-C-F-R,Jay St & Willoughby St at NE corner,423.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9871619999767,40.692397001055
A-C-F-R,Jay St & Willoughby St at NE corner,424.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9871669997547,40.6923290011767
C,Washington Ave & Fulton Ave at SE corner,425.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9646299997024,40.6828680009648
C,Washington Ave & Fulton Ave at NE corner,426.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9646889997519,40.6831720011212
A-C-FS,Franklin Ave & Fulton St at NE corner,427.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.955589999837,40.6812560011755
A-C,Nostrand Ave & Fulton St at SE corner,428.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.949413999804,40.6802280008812
A-C,Nostrand Ave & Fulton St at SW corner,429.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9496349997697,40.6802620012979
A-C,Kingston Ave & Fulton St at SE corner,430.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9411189996013,40.6798040010733
A-C,Kingston Ave & Fulton St at SW corner,431.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9413619995885,40.6797280010691
A-C,Stuyvesant Ave & Fulton St at NW corner,432.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9320210000462,40.6795300010166
A-C,Stuyvesant Ave & Fulton St at SW corner,433.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9319869996726,40.6793460012734
F-G,Smith St & Bergen St at SW corner,505.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9906289999523,40.6867080007296
F-G,Smith St & Bergen St at NW corner,506.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9905259999113,40.6868680009541
F-G,Smith St & Warren St at NW corner,507.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9914649997589,40.685579000839
F-G,Smith St & Warren St at NE corner,508.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9911310002861,40.6854450007498
F-G,Smith St & President St at SE corner,509.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.994349999949,40.6808060006484
F-G,Smith St & President St at NE corner,510.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9942469997408,40.6809440011541
F-G,Smith St & President St at NW corner,511.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9944339997724,40.6811150008943
R-2-3-4-5,Court Street & Montague Street at SE corner,556.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9903040002986,40.6935940011491
R-2-3-4-5,Cadman Plaza West & Montague St at NE corner,557.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9901190001623,40.6938380009728
R-2-3-4-5,Court St & Montague St at SW corner,558.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9905989999393,40.6935690012738
R-2-3-4-5,Court St & Montague St at SW corner,559.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9906299997297,40.6937280010467
2-3,Hoyt St & Fulton St at SW corner,560.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9852990002249,40.6903880009171
2-3-4-5,Flatbush Ave & Livingston St at NW corner,561.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9806390004819,40.6882350006757
2-3-4-5,Flatbush Ave & Livingston St at NW corner,562.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9805059995908,40.6880530006614
B-D-N-Q-R-2-3-4-5,Ashland Pl & Hanson Pl at SE corner,563.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9778799995805,40.6849760011233
2-3,Flatbush Ave & Bergen St at SE corner,564.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.97474799971,40.6806950005639
2-3,Flatbush Ave & Bergen St at NE corner,565.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.974959999691,40.6809110010272
2-3,Flatbush Ave & Plaza Street West at SW corner,566.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9709899994368,40.6749500008922
2-3,Flatbush Ave & Plaza Street East at SE corner,567.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9708220005885,40.6751100006257
2-3,Flatbush Ave & Plaza Street West at NW corner,568.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.971215999976,40.6751420006115
2-3,Flatbush Ave & Plaza Street East at SE corner,569.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9708249999951,40.6752860007232
2-3,Washington Ave & Eastern Pkwy at NW corner,570.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9641540005379,40.6721220010575
2-3,Washington Ave & Eastern Pkwy at SW corner,571.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9643009995606,40.671789001089
FS-2-3-4-5,Franklin Ave & Eastern Pkwy at SE corner,572.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9578060004689,40.6704850010932
FS-2-3-4-5,Franklin Ave & Eastern Pkwy at NE corner,573.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9576959999787,40.6707320009065
FS-2-3-4-5,Franklin Ave & Eastern Pkwy at SE corner,574.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.95797300014,40.6703370012649
FS-2-3-4-5,Franklin Ave & Eastern Pkwy at NE corner,575.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9577639995014,40.6709220013304
"3",Nostrand Ave & Eastern Pkwy at SE corner,576.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9502470005518,40.6697110013406
"3",Nostrand Ave & Eastern Pkwy at SW corner,577.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9507979995209,40.6697410012512
"3",Kingston Ave & Eastern Pkwy at SE corner,578.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9419480001095,40.6692610010958
"3",Kingston Ave & Eastern Pkwy at SW corner,579.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9424629999373,40.6692890011027
A-C-J-Z-2-3-4-5,Cadman Plaza West & Cranberry St at NW corner,784.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9914130002592,40.6994050008978
A-C-F-R,Jay St & Willoughby St at NW corner,785.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.98744599981,40.6923350005498
A-C-F-R,Jay St & Willoughby St at NW corner,786.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9874430004248,40.6923930004619
A-C-F-R,Jay St & Willoughby St at NW corner,787.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9874939995761,40.6923360008427
A-C-F-R,Jay St & Willoughby St at NW corner,788.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9874910002326,40.692394000756
A-C-G,Hoyt St & Schermerhorn St at NE corner,789.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9859409994708,40.6890850006175
A-C-G,Bond St & Schermerhorn St at NW corner,790.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9842160001639,40.6883960012756
C,Oxford St & Fulton Ave at NE corner,791.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9727599995149,40.6857890007903
C,Oxford St & Fulton Ave at SW corner,792.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9728999998565,40.6855590012092
C,Oxford St & Fulton Ave at NE corner,793.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9730209998982,40.6859690011314
C,Oxford St & Fulton Ave at SW corner,794.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9735259997554,40.6857000007917
C,Oxford St & Fulton Ave at NE corner,795.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9733080002753,40.6860770009335
C,Portland Ave & Fulton Ave at SE corner,796.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9742779997117,40.6860410004805
C,Portland Ave & Fulton Ave at NE corner,797.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9743470003205,40.686409000897
C,Portland Ave & Fulton Ave at SW corner,798.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.974516999468,40.6861190012211
C,Portland Ave & Fulton Ave at NW corner,799.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9746059994119,40.6865530009494
C,Clinton Ave & Fulton Ave at NE corner,800.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9667969998391,40.6836530007004
C,Clinton Ave & Fulton Ave at NW corner,801.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9670690002197,40.6836950004926
A-C,Nostrand Ave & Fulton St at NE corner,802.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9495149998259,40.6805470011543
A-C,Nostrand Ave & Fulton St at NW corner,803.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9497529996445,40.6805720009544
A-C,Throop Ave & Fulton St at NE corner,804.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9402469996352,40.6800100008055
A-C,Throop Ave & Fulton St at NW corner,805.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9404830002458,40.6800570012064
A-C,Utica Ave & Fulton St at SW corner,806.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.930044000118,40.6790950011565
A-C,Utica Ave & Fulton St at NW corner,807.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9297250004063,40.6794870007326
F,Jay St & York St at SW corner,1029.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9866550000444,40.7013800008567
F-G,Smith St & Bergen St at SE corner,1030.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9903620001479,40.6865840004657
F-G,Smith St & Bergen St at NE corner,1031.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9902689995159,40.6867270005035
F-G,Smith St & 2nd St at NW corner,1032.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9956980000233,40.6792990004734
F-G,Smith St & 2nd St at SE corner,1033.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.995287999911,40.6793440011293
F-G-R,Smith St & 9th St at NE corner,1034.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9975049998024,40.6747250012467
F,4th Ave & 10th St at NW corner,1035.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9894419999042,40.6699530011756
F,4th Ave & 10th St at NW corner,1036.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9892479998267,40.670010001144
A-FS,Franklin Ave & Fulton St at SW corner,1069.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9558399998039,40.6810510007521
FS,Franklin Ave & Park Pl at NW corner,1070.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9579320002094,40.6745160011942
FS,Franklin Ave & Park Pl at NW corner,1071.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9575909996094,40.6752080010349
FS-2-3-4-5,Franklin Ave & Eastern Pkwy at SW corner,1072.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9590929997677,40.6705880013044
G,Union Ave & Flushing Ave at NE corner,1109.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9498950000837,40.6999850007492
G,Marcy Ave & Myrtle Ave at NE corner,1110.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9489599997087,40.6955000007568
G,Bedford Ave & Lafayette Ave at NE corner,1111.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9549979997006,40.6895430012188
G,Bedford Ave & Lafayette Ave at SE corner,1112.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9549569999718,40.6893670005447
G,Bedford Ave & Lafayette Ave at NW corner,1113.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.955352999428,40.689500001301
G,Bedford Ave & Lafayette Ave at SW corner,1114.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9553179998157,40.689330000502
2-3,Bridge St & Fulton St at NE corner,1195.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9852500001838,40.690931000484
2-3,Bridge St & Fulton St at NW corner,1196.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9854480004813,40.6909720008399
2-3,Elm Pl & Fulton St at SW corner,1197.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9842480002609,40.6900250009567
2-3-4-5,Flatbush Ave & Livingston St at NE corner,1198.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9803560001201,40.6882430006032
2-3-4-5,Flatbush Ave & Livingston St at NE corner,1199.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9802429998544,40.6880850005804
2-3,Flatbush Ave & Bergen St at SW corner,1200.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9755340001887,40.680832000821
2-3,Flatbush Ave & Bergen St at SW corner,1201.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.975240999969,40.6807090008367
2-3,Flatbush Ave & Bergen St at NW corner,1202.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.975448000272,40.6809510007734
3-4,Schenectady Ave & Eastern Pkwy at NE corner,1204.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9342129997072,40.6691020005388
R-2-3-4-5,Court St & Joralemon St at SW corner,1300.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9911929998029,40.6924890010196
J-M,Lorimer St & Broadway at NW corner,1343.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9465360001842,40.7034540007918
J-M,Lorimer St & Broadway at SW corner,1344.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9466129996701,40.7033210012127
A-C-F-R,Jay St & Fulton St at NE corner,1358.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9872080004421,40.6915590004738
A-C-F-R,Jay St & Fulton St at NW corner,1359.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9874610000183,40.6917000009347
C,Clinton Ave & Fulton Ave at SE corner (exit only),1373.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9667409996886,40.6833170009457
2-3,Duffield St & Fulton St at NE corner,1462.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9843230001515,40.6904330013177
A-C-F-R,Lawrence St & Willoughby St at SE corner,1578.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9861069995295,40.6921140012875
A-C-F-R,Lawrence St & Willoughby St at SE corner,1579.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9861140005658,40.6922580004634
A-C-F-R,Lawrence St & Willoughby St at NE corner,1580.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9861910001802,40.6920520011717
A-C-F-R,Lawrence St & Willoughby St at NE corner,1581.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.986180999899,40.6923590010585
B-Q-R,Flatbush Ave & De Kalb Ave at SE corner,1582.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9811639997556,40.6898040009014
B-Q-R,Flatbush Ave & De Kalb Ave at SW corner,1583.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9816509995625,40.6898100004569
B-Q-R,Flatbush Ave & De Kalb Ave at SE corner,1584.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9810819998494,40.6898170007679
B-Q-R,Flatbush Ave & De Kalb Ave at SE corner,1585.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9811560004085,40.689740001014
B-Q-D-N-R-2-3-4-5,4th Ave & Pacific St at NE corner,1586.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9784870001674,40.6838050006023
B-Q-D-N-R-2-3-4-5,4th Ave & Pacific St at NW corner,1587.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9788789996026,40.6839050005523
B-Q-D-N-R-2-3-4-5,4th Ave & Pacific St at NE corner,1588.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9784120004727,40.6839280012631
R,4th Ave & Union St at SE corner,1589.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9831330004397,40.6770010011825
R,4th Ave & Union St at SW corner,1590.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9833270002884,40.677279001228
R,4th Ave & Union St at SE corner,1591.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9830200001012,40.6771710008323
F-G-R,4th Ave & 9th St at NE corner,1592.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9884799997397,40.6703870005243
B-Q,Flatbush Ave & Park Pl at SW corner,1620.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9727880003074,40.6773650004511
B-Q,Carlton Ave & Park Pl at SE corner,1621.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.972212000549,40.6773240010273
2-3,Clark St & Henry St at NW corner,1638.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9932749997779,40.6975900009111
2-3,Clark St & Henry St at NW corner,1639.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9930600002664,40.6976490005238
R-2-3-4-5,Court St & Joralemon St at SE corner,1708.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9905600002333,40.6923400005909
R-2-3-4-5,Court St & Joralemon St at SE corner,1709.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9903010002175,40.6922990012118
R-2-3-4-5,Court St & Joralemon St at NE corner,1710.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9900989996308,40.6925480010578
R-2-3-4-5,Court St & Joralemon St at NE corner,1711.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9905719994643,40.692588001041
R-2-3-4-5,Clinton St & Montague St at NW corner,1890.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9926189995733,40.6944160006752
R-2-3-4-5,Clinton St & Montague St at SW corner,1891.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9926350002696,40.6942320008326
R-2-3-4-5,Clinton St & Montague St at NW corner,1892.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9928299999051,40.6944750011996
A-C-F-R,Bridge St & Willoughby St at SE corner,1893.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.985190000384,40.69198000046
A-C-F-R,Bridge St & Willoughby St at NE corner,1894.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9851719999388,40.6923150006838
A-C-F-R,Bridge St & Willoughby St at SW corner,1895.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9853949994592,40.6920310010983
B-Q-R,Flatbush Ave & Fleet St at NW corner,1896.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9825649997199,40.6915400013432
B-Q-R,Flatbush Ave & Fleet St at NE corner,1897.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.982047999567,40.6915620006359
R,4th Ave & Union St at SW corner,1898.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9834160002471,40.677135001084
F-G-R,4th Ave & 9th St at NW corner,1899.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9887779995749,40.6705380004823
B-Q-D-N-R-2-3-4-5,Ashland Pl & Hanson Pl at NE corner,1910.0000000000000000000000000000000,http://web.mta.info/nyct/service/,-73.9776279995113,40.6852220006935
